HomeTeam,AwayTeam,FTHG,FTAG,FTR
Tottenham,Charlton,3,1,H
Charlton,Liverpool,2,0,H
Arsenal,Bolton,1,1,D
Aston Villa,Newcastle,1,2,A
Everton,Blackburn,1,0,H
Fulham,West Brom,6,1,H
Middlesbrough,Chelsea,3,0,H
Portsmouth,Man United,1,3,A
Wigan,Liverpool,0,1,A
Man City,Charlton,3,2,H
Sunderland,Tottenham,1,1,D
West Ham,Birmingham,3,0,H
Liverpool,Arsenal,1,0,H
Blackburn,Sunderland,2,0,H
Tottenham,Wigan,2,2,D
Newcastle,Charlton,0,0,D
Birmingham,Sunderland,1,0,H
Blackburn,Arsenal,1,0,H
Charlton,Aston Villa,0,0,D
Chelsea,Portsmouth,2,0,H
Newcastle,Everton,2,0,H
Bolton,Fulham,2,1,H
Liverpool,Man City,1,0,H
West Brom,Middlesbrough,0,2,A
Aston Villa,Portsmouth,1,0,H
Fulham,Arsenal,0,4,A
Liverpool,Charlton,0,0,D
Middlesbrough,Birmingham,1,0,H
Newcastle,Bolton,3,1,H
West Brom,Chelsea,1,2,A
West Ham,Everton,2,2,D
Man City,Sunderland,2,1,H
Tottenham,Blackburn,3,2,H
Wigan,Man United,1,2,A
Birmingham,West Brom,1,1,D
Blackburn,Aston Villa,2,0,H
Bolton,West Ham,4,1,H
Chelsea,Tottenham,2,1,H
Everton,Fulham,3,1,H
Portsmouth,Man City,2,1,H
Sunderland,Wigan,0,1,A
Arsenal,Liverpool,2,1,H
Charlton,Middlesbrough,2,1,H
Man United,Newcastle,2,0,H
Liverpool,Fulham,5,1,H
Arsenal,Charlton,3,0,H
Birmingham,Tottenham,0,2,A
Blackburn,Middlesbrough,3,2,H
Bolton,Sunderland,2,0,H
Everton,Aston Villa,4,1,H
Man City,Wigan,0,1,A
West Brom,Man United,1,2,A
West Ham,Portsmouth,2,4,A
Fulham,Chelsea,1,0,H
Newcastle,Liverpool,1,3,A
Aston Villa,Fulham,0,0,D
Chelsea,Man City,2,0,H
Liverpool,Everton,3,1,H
Sunderland,Blackburn,0,1,A
Wigan,West Ham,1,2,A
Charlton,Newcastle,3,1,H
Man United,Birmingham,3,0,H
Middlesbrough,Bolton,4,3,H
Tottenham,West Brom,2,1,H
Man United,West Ham,1,0,H
Arsenal,Aston Villa,5,0,H
Birmingham,Chelsea,0,0,D
Bolton,Man United,1,2,A
Everton,Sunderland,2,2,D
Fulham,Portsmouth,1,3,A
Newcastle,Tottenham,3,1,H
West Brom,Liverpool,0,2,A
Man City,Middlesbrough,0,1,A
West Ham,Charlton,0,0,D
Blackburn,Wigan,1,1,D
Birmingham,Bolton,1,0,H
Charlton,Everton,0,0,D
Portsmouth,Blackburn,2,2,D
Tottenham,Man City,2,1,H
Wigan,Birmingham,1,1,D
Aston Villa,West Brom,0,0,D
Chelsea,West Ham,4,1,H
Liverpool,Bolton,1,0,H
Man United,Arsenal,2,0,H
Middlesbrough,Newcastle,1,2,A
Portsmouth,Arsenal,1,1,D
Man United,Sunderland,0,0,D
Arsenal,West Brom,3,1,H
Bolton,Chelsea,0,2,A
Everton,Tottenham,0,1,A
Fulham,Charlton,2,1,H
Newcastle,Wigan,3,1,H
Portsmouth,Middlesbrough,1,0,H
West Ham,Man City,1,0,H
Aston Villa,Birmingham,3,1,H
Blackburn,Liverpool,0,1,A
Charlton,Portsmouth,2,1,H
Chelsea,Everton,3,0,H
Middlesbrough,West Ham,2,0,H
Sunderland,Newcastle,1,4,A
Tottenham,Man United,1,2,A
West Brom,Bolton,0,0,D
Wigan,Aston Villa,3,2,H
Birmingham,Blackburn,2,1,H
Arsenal,Tottenham,1,1,D
Bolton,Charlton,4,1,H
Everton,Birmingham,0,0,D
Newcastle,West Brom,3,0,H
Portsmouth,Sunderland,2,1,H
Fulham,Wigan,1,0,H
Aston Villa,Man City,0,1,A
West Ham,Liverpool,1,2,A
Birmingham,Newcastle,0,0,D
Charlton,Blackburn,0,2,A
Chelsea,Man United,3,0,H
Liverpool,Aston Villa,3,1,H
Man City,Fulham,1,2,A
Middlesbrough,Everton,0,1,A
Wigan,Portsmouth,1,2,A
Tottenham,Bolton,1,0,H
Man United,Middlesbrough,0,0,D
Sunderland,Arsenal,0,3,A
West Brom,West Ham,0,1,A
Blackburn,Chelsea,1,0,H
Bolton,Middlesbrough,1,1,D
Man City,Arsenal,1,3,A
Sunderland,Fulham,2,1,H
Arsenal,Wigan,4,2,H
Aston Villa,Sunderland,2,1,H
Blackburn,Man City,2,0,H
Bolton,Birmingham,1,0,H
Everton,West Brom,2,2,D
Fulham,Middlesbrough,1,0,H
Man United,Charlton,4,0,H
Newcastle,Chelsea,1,0,H
Portsmouth,Liverpool,1,3,A
West Ham,Tottenham,2,1,H
