HomeTeam,AwayTeam,FTHG,FTAG,FTR
Liverpool,Newcastle,2,2,D
Man City,Stoke,4,0,H
Leicester,Swansea,4,0,H
Sunderland,Arsenal,0,0,D
Tottenham,West Brom,1,1,D
Arsenal,Norwich,1,0,H
Everton,Bournemouth,2,1,H
Newcastle,Crystal Palace,1,0,H
Stoke,Sunderland,1,1,D
Watford,Aston Villa,3,2,H
West Brom,West Ham,0,3,A
Man United,Leicester,1,1,D
Southampton,Man City,4,2,H
Swansea,Liverpool,3,1,H
Chelsea,Tottenham,2,2,D
Aston Villa,Newcastle,0,0,D
Bournemouth,West Brom,1,1,D
Crystal Palace,Stoke,2,1,H
Leicester,Everton,3,1,H
Norwich,Man United,0,1,A
Sunderland,Chelsea,3,2,H
West Ham,Swansea,1,4,A
Liverpool,Watford,2,0,H
Man City,Arsenal,2,2,D
Tottenham,Southampton,1,2,A
West Ham,Man United,3,2,H
Liverpool,Chelsea,1,1,D
Norwich,Watford,4,2,H
Sunderland,Everton,3,0,H
Arsenal,Aston Villa,4,0,H
Chelsea,Leicester,1,1,D
Everton,Norwich,3,0,H
Newcastle,Tottenham,5,1,H
Southampton,Crystal Palace,4,1,H
Stoke,West Ham,2,1,H
Swansea,Man City,1,1,D
Watford,Sunderland,2,2,D
West Brom,Liverpool,1,1,D
Man United,Bournemouth,3,1,H
