HomeTeam,AwayTeam,FTHG,FTAG,FTR
Stoke,Everton,2,0,H
Tottenham,Swansea,3,2,H
West Ham,Chelsea,0,1,A
QPR,Tottenham,1,2,A
Arsenal,West Ham,3,0,H
Burnley,Man City,1,0,H
Crystal Palace,QPR,3,1,H
Leicester,Hull,0,0,D
Sunderland,Aston Villa,0,4,A
West Brom,Stoke,1,0,H
Chelsea,Southampton,1,1,D
Everton,Newcastle,3,0,H
Man United,Tottenham,3,0,H
Swansea,Liverpool,0,1,A
Aston Villa,Swansea,0,1,A
Man City,West Brom,3,0,H
Newcastle,Arsenal,1,2,A
Southampton,Burnley,2,0,H
Stoke,Crystal Palace,1,2,A
Tottenham,Leicester,4,3,H
West Ham,Sunderland,1,0,H
Hull,Chelsea,2,3,A
Liverpool,Man United,1,2,A
QPR,Everton,1,2,A
Arsenal,Liverpool,4,1,H
Chelsea,Stoke,2,1,H
Everton,Southampton,1,0,H
Leicester,West Ham,2,1,H
Man United,Aston Villa,3,1,H
Swansea,Hull,3,1,H
West Brom,QPR,1,4,A
Burnley,Tottenham,0,0,D
Sunderland,Newcastle,1,0,H
Crystal Palace,Man City,2,1,H
Aston Villa,QPR,3,3,D
Burnley,Arsenal,0,1,A
Southampton,Hull,2,0,H
Sunderland,Crystal Palace,1,4,A
Swansea,Everton,1,1,D
Tottenham,Aston Villa,0,1,A
West Brom,Leicester,2,3,A
West Ham,Stoke,1,1,D
Man United,Man City,4,2,H
QPR,Chelsea,0,1,A
Liverpool,Newcastle,2,0,H
Chelsea,Man United,1,0,H
Crystal Palace,West Brom,0,2,A
Everton,Burnley,1,0,H
Leicester,Swansea,2,0,H
Stoke,Southampton,2,1,H
Man City,West Ham,2,0,H
Newcastle,Tottenham,1,3,A
Burnley,Leicester,0,1,A
Crystal Palace,Hull,0,2,A
Man City,Aston Villa,3,2,H
Newcastle,Swansea,2,3,A
QPR,West Ham,0,0,D
Southampton,Tottenham,2,2,D
Stoke,Sunderland,1,1,D
West Brom,Liverpool,0,0,D
Arsenal,Chelsea,0,0,D
Everton,Man United,3,0,H
Hull,Liverpool,1,0,H
Leicester,Chelsea,1,3,A
Aston Villa,Everton,3,2,H
Leicester,Newcastle,3,0,H
Liverpool,QPR,2,1,H
Man United,West Brom,0,1,A
Sunderland,Southampton,2,1,H
Swansea,Stoke,2,0,H
West Ham,Burnley,1,0,H
Chelsea,Crystal Palace,1,0,H
Tottenham,Man City,0,1,A
Hull,Arsenal,1,3,A
Aston Villa,West Ham,1,0,H
Crystal Palace,Man United,1,2,A
Everton,Sunderland,0,2,A
Hull,Burnley,0,1,A
Leicester,Southampton,2,0,H
Newcastle,West Brom,1,1,D
Stoke,Tottenham,3,0,H
Chelsea,Liverpool,1,1,D
Man City,QPR,6,0,H
Arsenal,Swansea,0,1,A
Burnley,Stoke,0,0,D
Liverpool,Crystal Palace,1,3,A
QPR,Newcastle,2,1,H
Southampton,Aston Villa,6,1,H
Sunderland,Leicester,0,0,D
Tottenham,Hull,2,0,H
West Ham,Everton,1,2,A
Man United,Arsenal,1,1,D
Swansea,Man City,2,4,A
West Brom,Chelsea,3,0,H
Arsenal,Sunderland,0,0,D
Arsenal,West Brom,4,1,H
Aston Villa,Burnley,0,1,A
Chelsea,Sunderland,3,1,H
Crystal Palace,Swansea,1,0,H
Everton,Tottenham,0,1,A
Hull,Man United,0,0,D
Leicester,QPR,5,1,H
Man City,Southampton,2,0,H
Newcastle,West Ham,2,0,H
Stoke,Liverpool,6,1,H
,,,,
