HomeTeam,AwayTeam,FTHG,FTAG,FTR
Burnley,Birmingham,2,1,H
Hull,Wigan,2,1,H
Man United,Sunderland,2,2,D
Wolves,Portsmouth,0,1,A
Arsenal,Blackburn,6,2,H
Chelsea,Liverpool,2,0,H
Everton,Stoke,1,1,D
West Ham,Fulham,2,2,D
Aston Villa,Man City,1,1,D
Arsenal,Birmingham,3,1,H
Aston Villa,Chelsea,2,1,H
Everton,Wolves,1,1,D
Man United,Bolton,2,1,H
Portsmouth,Tottenham,1,2,A
Stoke,West Ham,2,1,H
Sunderland,Liverpool,1,0,H
Blackburn,Burnley,3,2,H
Wigan,Man City,1,1,D
Fulham,Hull,2,0,H
Birmingham,Sunderland,2,1,H
Burnley,Wigan,1,3,A
Chelsea,Blackburn,5,0,H
Hull,Portsmouth,0,0,D
Tottenham,Stoke,0,1,A
Wolves,Aston Villa,1,1,D
Bolton,Everton,3,2,H
Liverpool,Man United,2,0,H
Man City,Fulham,2,2,D
West Ham,Arsenal,2,2,D
Arsenal,Tottenham,3,0,H
Bolton,Chelsea,0,4,A
Burnley,Hull,2,0,H
Everton,Aston Villa,1,1,D
Fulham,Liverpool,3,1,H
Man United,Blackburn,2,0,H
Portsmouth,Wigan,4,0,H
Stoke,Wolves,2,2,D
Sunderland,West Ham,2,2,D
Birmingham,Man City,0,0,D
West Ham,Aston Villa,2,1,H
Aston Villa,Bolton,5,1,H
Blackburn,Portsmouth,3,1,H
Man City,Burnley,3,3,D
Tottenham,Sunderland,2,0,H
Wolves,Arsenal,1,4,A
Chelsea,Man United,1,0,H
Hull,Stoke,2,1,H
West Ham,Everton,1,2,A
Wigan,Fulham,1,1,D
Liverpool,Birmingham,2,2,D
Birmingham,Fulham,1,0,H
Burnley,Aston Villa,1,1,D
Chelsea,Wolves,4,0,H
Hull,West Ham,3,3,D
Liverpool,Man City,2,2,D
Man United,Everton,3,0,H
Sunderland,Arsenal,1,0,H
Bolton,Blackburn,0,2,A
Stoke,Portsmouth,1,0,H
Tottenham,Wigan,9,1,H
Fulham,Blackburn,3,0,H
Hull,Everton,3,2,H
Aston Villa,Tottenham,1,1,D
Blackburn,Stoke,0,0,D
Fulham,Bolton,1,1,D
Man City,Hull,1,1,D
Portsmouth,Man United,1,4,A
West Ham,Burnley,5,3,H
Wigan,Sunderland,1,0,H
Arsenal,Chelsea,0,3,A
Everton,Liverpool,0,2,A
Wolves,Birmingham,0,1,A
Arsenal,Stoke,2,0,H
Aston Villa,Hull,3,0,H
Blackburn,Liverpool,0,0,D
Man City,Chelsea,2,1,H
Portsmouth,Burnley,2,0,H
West Ham,Man United,0,4,A
Wigan,Birmingham,2,3,A
Wolves,Bolton,2,1,H
Everton,Tottenham,2,2,D
Fulham,Sunderland,1,0,H
Birmingham,West Ham,1,0,H
Bolton,Man City,3,3,D
Burnley,Fulham,1,1,D
Chelsea,Everton,3,3,D
Hull,Blackburn,0,0,D
Man United,Aston Villa,0,1,A
Stoke,Wigan,2,2,D
Sunderland,Portsmouth,1,1,D
Tottenham,Wolves,0,1,A
Liverpool,Arsenal,1,2,A
Birmingham,Blackburn,2,1,H
Bolton,West Ham,3,1,H
Man United,Wolves,3,0,H
Sunderland,Aston Villa,0,2,A
Burnley,Arsenal,1,1,D
Chelsea,Portsmouth,2,1,H
Liverpool,Wigan,2,1,H
Tottenham,Man City,3,0,H
Arsenal,Hull,3,0,H
Aston Villa,Stoke,1,0,H
Blackburn,Tottenham,0,2,A
Fulham,Man United,3,0,H
Man City,Sunderland,4,3,H
Portsmouth,Liverpool,2,0,H
Everton,Birmingham,1,1,D
West Ham,Chelsea,1,1,D
Wolves,Burnley,2,0,H
Birmingham,Chelsea,0,0,D
Burnley,Bolton,1,1,D
Fulham,Tottenham,0,0,D
Liverpool,Wolves,2,0,H
Man City,Stoke,2,0,H
Sunderland,Everton,1,1,D
West Ham,Portsmouth,2,0,H
Wigan,Blackburn,1,1,D
Arsenal,Aston Villa,3,0,H
Hull,Man United,1,3,A
Blackburn,Sunderland,2,2,D
Chelsea,Fulham,2,1,H
Everton,Burnley,2,0,H
Stoke,Birmingham,0,1,A
Tottenham,West Ham,2,0,H
Wolves,Man City,0,3,A
Aston Villa,Liverpool,0,1,A
Bolton,Hull,2,2,D
Man United,Wigan,5,0,H
Portsmouth,Arsenal,1,4,A
Stoke,Fulham,3,2,H
Arsenal,Everton,2,2,D
Birmingham,Man United,1,1,D
Man City,Blackburn,4,1,H
Chelsea,Sunderland,7,2,H
Everton,Man City,2,0,H
Man United,Burnley,3,0,H
Stoke,Liverpool,1,1,D
Tottenham,Hull,0,0,D
Wolves,Wigan,0,2,A
Aston Villa,West Ham,0,0,D
Blackburn,Fulham,2,0,H
Bolton,Arsenal,0,2,A
Arsenal,Bolton,4,2,H
Liverpool,Tottenham,2,0,H
Man United,Hull,4,0,H
Bolton,Burnley,1,0,H
Portsmouth,West Ham,1,1,D
Tottenham,Fulham,2,0,H
Wolves,Liverpool,0,0,D
Aston Villa,Arsenal,0,0,D
Blackburn,Wigan,2,1,H
Chelsea,Birmingham,3,0,H
Everton,Sunderland,2,0,H
Birmingham,Tottenham,1,1,D
Burnley,Chelsea,1,2,A
Fulham,Aston Villa,0,2,A
Hull,Wolves,2,2,D
Liverpool,Bolton,2,0,H
West Ham,Blackburn,0,0,D
Wigan,Everton,0,1,A
Arsenal,Man United,1,3,A
Man City,Portsmouth,2,0,H
Sunderland,Stoke,0,0,D
Hull,Chelsea,1,1,D
Fulham,Portsmouth,1,0,H
Bolton,Fulham,0,0,D
Burnley,West Ham,2,1,H
Hull,Man City,2,1,H
Liverpool,Everton,1,0,H
Man United,Portsmouth,5,0,H
Stoke,Blackburn,3,0,H
Sunderland,Wigan,1,1,D
Tottenham,Aston Villa,0,0,D
Birmingham,Wolves,2,1,H
Chelsea,Arsenal,2,0,H
Fulham,Burnley,3,0,H
Man City,Bolton,2,0,H
Portsmouth,Sunderland,1,1,D
Wigan,Stoke,1,1,D
Arsenal,Liverpool,1,0,H
Aston Villa,Man United,1,1,D
Blackburn,Hull,1,0,H
Everton,Chelsea,2,1,H
West Ham,Birmingham,2,0,H
Wolves,Tottenham,1,0,H
Stoke,Man City,1,1,D
Wigan,Bolton,0,0,D
Arsenal,Sunderland,2,0,H
Everton,Man United,3,1,H
Portsmouth,Stoke,1,2,A
West Ham,Hull,3,0,H
Wolves,Chelsea,0,2,A
Aston Villa,Burnley,5,2,H
Blackburn,Bolton,3,0,H
Fulham,Birmingham,2,1,H
Man City,Liverpool,0,0,D
Wigan,Tottenham,0,3,A
Man United,West Ham,3,0,H
Birmingham,Wigan,1,0,H
Bolton,Wolves,1,0,H
Burnley,Portsmouth,1,2,A
Chelsea,Man City,2,4,A
Stoke,Arsenal,1,3,A
Liverpool,Blackburn,2,1,H
Sunderland,Fulham,0,0,D
Tottenham,Everton,2,1,H
Arsenal,Burnley,3,1,H
West Ham,Bolton,1,2,A
Wolves,Man United,0,1,A
Everton,Hull,5,1,H
Wigan,Liverpool,1,0,H
Portsmouth,Birmingham,1,2,A
Sunderland,Bolton,4,0,H
Burnley,Stoke,1,1,D
Birmingham,Everton,2,2,D
Bolton,Wigan,4,0,H
Burnley,Wolves,1,2,A
Chelsea,West Ham,4,1,H
Hull,Arsenal,1,2,A
Stoke,Aston Villa,0,0,D
Tottenham,Blackburn,3,1,H
Man United,Fulham,3,0,H
Sunderland,Man City,1,1,D
Liverpool,Portsmouth,4,1,H
Wigan,Aston Villa,1,2,A
Arsenal,West Ham,2,0,H
Aston Villa,Wolves,2,2,D
Everton,Bolton,2,0,H
Portsmouth,Hull,3,2,H
Stoke,Tottenham,1,2,A
Sunderland,Birmingham,3,1,H
Wigan,Burnley,1,0,H
Blackburn,Chelsea,1,1,D
Fulham,Man City,1,2,A
Man United,Liverpool,2,1,H
West Ham,Wolves,1,3,A
Aston Villa,Sunderland,1,1,D
Blackburn,Birmingham,2,1,H
Man City,Everton,0,2,A
Portsmouth,Chelsea,0,5,A
Birmingham,Arsenal,1,1,D
Bolton,Man United,0,4,A
Chelsea,Aston Villa,7,1,H
Hull,Fulham,2,0,H
Tottenham,Portsmouth,2,0,H
West Ham,Stoke,0,1,A
Wolves,Everton,0,0,D
Burnley,Blackburn,0,1,A
Liverpool,Sunderland,3,0,H
Man City,Wigan,3,0,H
Arsenal,Wolves,1,0,H
Bolton,Aston Villa,0,1,A
Burnley,Man City,1,6,A
Man United,Chelsea,1,2,A
Portsmouth,Blackburn,0,0,D
Stoke,Hull,2,0,H
Sunderland,Tottenham,3,1,H
Birmingham,Liverpool,1,1,D
Everton,West Ham,2,2,D
Fulham,Wigan,2,1,H
Hull,Burnley,1,4,A
West Ham,Sunderland,1,0,H
Blackburn,Man United,0,0,D
Liverpool,Fulham,0,0,D
Man City,Birmingham,5,1,H
Wolves,Stoke,0,0,D
Chelsea,Bolton,1,0,H
Aston Villa,Everton,2,2,D
Tottenham,Arsenal,2,1,H
Wigan,Portsmouth,0,0,D
Birmingham,Hull,0,0,D
Blackburn,Everton,2,3,A
Fulham,Wolves,0,0,D
Man City,Man United,0,1,A
Stoke,Bolton,1,2,A
Sunderland,Burnley,2,1,H
Tottenham,Chelsea,2,1,H
Portsmouth,Aston Villa,1,2,A
Wigan,Arsenal,3,2,H
Liverpool,West Ham,3,0,H
Hull,Aston Villa,0,2,A
Arsenal,Man City,0,0,D
Bolton,Portsmouth,2,2,D
Hull,Sunderland,0,1,A
Man United,Tottenham,3,1,H
West Ham,Wigan,3,2,H
Wolves,Blackburn,1,1,D
Aston Villa,Birmingham,1,0,H
Burnley,Liverpool,0,4,A
Chelsea,Stoke,7,0,H
Everton,Fulham,2,1,H
Birmingham,Burnley,2,1,H
Man City,Aston Villa,3,1,H
Portsmouth,Wolves,3,1,H
Stoke,Everton,0,0,D
Tottenham,Bolton,1,0,H
Fulham,West Ham,3,2,H
Liverpool,Chelsea,0,2,A
Sunderland,Man United,0,1,A
Blackburn,Arsenal,2,1,H
Wigan,Hull,2,2,D
Fulham,Stoke,0,1,A
Man City,Tottenham,0,1,A
Arsenal,Fulham,4,0,H
Aston Villa,Blackburn,0,1,A
Bolton,Birmingham,2,1,H
Burnley,Tottenham,4,2,H
Chelsea,Wigan,8,0,H
Everton,Portsmouth,1,0,H
Hull,Liverpool,0,0,D
Man United,Stoke,4,0,H
West Ham,Man City,1,1,D
Wolves,Sunderland,2,1,H
