HomeTeam,AwayTeam,FTHG,FTAG,FTR
Man United,Fulham,1,0,H
Ipswich,Liverpool,0,2,A
Arsenal,Wolves,2,0,H
Everton,Brighton,0,3,A
Newcastle,Southampton,1,0,H
Nott'm Forest,Bournemouth,1,1,D
West Ham,Aston Villa,1,2,A
Brentford,Crystal Palace,2,1,H
Chelsea,Man City,0,2,A
Leicester,Tottenham,1,1,D
Brighton,Man United,2,1,H
Crystal Palace,West Ham,0,2,A
Fulham,Leicester,2,1,H
Man City,Ipswich,4,1,H
Southampton,Nott'm Forest,0,1,A
Tottenham,Everton,4,0,H
Aston Villa,Arsenal,0,2,A
Bournemouth,Newcastle,1,1,D
Wolves,Chelsea,2,6,A
Liverpool,Brentford,2,0,H
Arsenal,Brighton,1,1,D
Brentford,Southampton,3,1,H
Everton,Bournemouth,2,3,A
Ipswich,Fulham,1,1,D
Leicester,Aston Villa,1,2,A
Nott'm Forest,Wolves,1,1,D
West Ham,Man City,1,3,A
Chelsea,Crystal Palace,1,1,D
Newcastle,Tottenham,2,1,H
Man United,Liverpool,0,3,A
Southampton,Man United,0,3,A
Brighton,Ipswich,0,0,D
Crystal Palace,Leicester,2,2,D
Fulham,West Ham,1,1,D
Liverpool,Nott'm Forest,0,1,A
Man City,Brentford,2,1,H
Aston Villa,Everton,3,2,H
Bournemouth,Chelsea,0,1,A
Tottenham,Arsenal,0,1,A
Wolves,Newcastle,1,2,A
West Ham,Chelsea,0,3,A
Aston Villa,Wolves,3,1,H
Fulham,Newcastle,3,1,H
Leicester,Everton,1,1,D
Liverpool,Bournemouth,3,0,H
Southampton,Ipswich,1,1,D
Tottenham,Brentford,3,1,H
Crystal Palace,Man United,0,0,D
Brighton,Nott'm Forest,2,2,D
Man City,Arsenal,2,2,D
Newcastle,Man City,1,1,D
Arsenal,Leicester,4,2,H
Brentford,West Ham,1,1,D
Chelsea,Brighton,4,2,H
Everton,Crystal Palace,2,1,H
Nott'm Forest,Fulham,0,1,A
Wolves,Liverpool,1,2,A
Ipswich,Aston Villa,2,2,D
Man United,Tottenham,0,3,A
Bournemouth,Southampton,3,1,H
Crystal Palace,Liverpool,0,1,A
Arsenal,Southampton,3,1,H
Brentford,Wolves,5,3,H
Leicester,Bournemouth,1,0,H
Man City,Fulham,3,2,H
West Ham,Ipswich,4,1,H
Everton,Newcastle,0,0,D
Aston Villa,Man United,0,0,D
Chelsea,Nott'm Forest,1,1,D
Brighton,Tottenham,3,2,H
Tottenham,West Ham,4,1,H
Fulham,Aston Villa,1,3,A
Ipswich,Everton,0,2,A
Man United,Brentford,2,1,H
Newcastle,Brighton,0,1,A
Southampton,Leicester,2,3,A
Bournemouth,Arsenal,2,0,H
Wolves,Man City,1,2,A
Liverpool,Chelsea,2,1,H
Nott'm Forest,Crystal Palace,1,0,H
Leicester,Nott'm Forest,1,3,A
Aston Villa,Bournemouth,1,1,D
Brentford,Ipswich,4,3,H
Brighton,Wolves,2,2,D
Man City,Southampton,1,0,H
Everton,Fulham,1,1,D
Chelsea,Newcastle,2,1,H
Crystal Palace,Tottenham,1,0,H
West Ham,Man United,2,1,H
Arsenal,Liverpool,2,2,D
Newcastle,Arsenal,1,0,H
Bournemouth,Man City,2,1,H
Ipswich,Leicester,1,1,D
Liverpool,Brighton,2,1,H
Nott'm Forest,West Ham,3,0,H
Southampton,Everton,1,0,H
Wolves,Crystal Palace,2,2,D
Tottenham,Aston Villa,4,1,H
Man United,Chelsea,1,1,D
Fulham,Brentford,2,1,H
Brentford,Bournemouth,3,2,H
Crystal Palace,Fulham,0,2,A
West Ham,Everton,0,0,D
Wolves,Southampton,2,0,H
Brighton,Man City,2,1,H
Liverpool,Aston Villa,2,0,H
Man United,Leicester,3,0,H
Nott'm Forest,Newcastle,1,3,A
Tottenham,Ipswich,1,2,A
Chelsea,Arsenal,1,1,D
Leicester,Chelsea,1,2,A
Arsenal,Nott'm Forest,3,0,H
Aston Villa,Crystal Palace,2,2,D
Bournemouth,Brighton,1,2,A
Everton,Brentford,0,0,D
Fulham,Wolves,1,4,A
Man City,Tottenham,0,4,A
Southampton,Liverpool,2,3,A
Ipswich,Man United,1,1,D
Newcastle,West Ham,0,2,A
Brighton,Southampton,1,1,D
Brentford,Leicester,4,1,H
Crystal Palace,Newcastle,1,1,D
Nott'm Forest,Ipswich,1,0,H
Wolves,Bournemouth,2,4,A
West Ham,Arsenal,2,5,A
Chelsea,Aston Villa,3,0,H
Man United,Everton,4,0,H
Tottenham,Fulham,1,1,D
Liverpool,Man City,2,0,H
Ipswich,Crystal Palace,0,1,A
Leicester,West Ham,3,1,H
Everton,Wolves,4,0,H
Man City,Nott'm Forest,3,0,H
