HomeTeam,AwayTeam,FTHG,FTAG,FTR
Burnley,Southampton,1,1,D
Leicester,Stoke,1,1,D
Liverpool,West Ham,4,1,H
Watford,Everton,1,0,H
West Brom,Huddersfield,1,2,A
Crystal Palace,Tottenham,0,1,A
Man United,Chelsea,2,1,H
Arsenal,Man City,0,3,A
Burnley,Everton,2,1,H
Leicester,Bournemouth,1,1,D
Liverpool,Newcastle,2,0,H
Southampton,Stoke,0,0,D
Swansea,West Ham,4,1,H
Tottenham,Huddersfield,2,0,H
Watford,West Brom,1,0,H
Brighton,Arsenal,2,1,H
Man City,Chelsea,1,0,H
Crystal Palace,Man United,2,3,A
Chelsea,Crystal Palace,2,1,H
Everton,Brighton,2,0,H
Huddersfield,Swansea,0,0,D
Man United,Liverpool,2,1,H
Newcastle,Southampton,3,0,H
West Brom,Leicester,1,4,A
West Ham,Burnley,0,3,A
Arsenal,Watford,3,0,H
Bournemouth,Tottenham,1,4,A
Stoke,Man City,0,2,A
Bournemouth,West Brom,2,1,H
Huddersfield,Crystal Palace,0,2,A
Liverpool,Watford,5,0,H
Stoke,Everton,1,2,A
Brighton,Leicester,0,2,A
Crystal Palace,Liverpool,1,2,A
Everton,Man City,1,3,A
Man United,Swansea,2,0,H
Newcastle,Huddersfield,1,0,H
Watford,Bournemouth,2,2,D
West Brom,Burnley,1,2,A
West Ham,Southampton,3,0,H
Arsenal,Stoke,3,0,H
Chelsea,Tottenham,1,3,A
Bournemouth,Crystal Palace,2,2,D
Brighton,Huddersfield,1,1,D
Everton,Liverpool,0,0,D
Leicester,Newcastle,1,2,A
Man City,Man United,2,3,A
Stoke,Tottenham,1,2,A
Watford,Burnley,1,2,A
West Brom,Swansea,1,1,D
Arsenal,Southampton,3,2,H
Chelsea,West Ham,1,1,D
Burnley,Leicester,2,1,H
Crystal Palace,Brighton,3,2,H
Huddersfield,Watford,1,0,H
Liverpool,Bournemouth,3,0,H
Southampton,Chelsea,2,3,A
Swansea,Everton,1,1,D
Tottenham,Man City,1,3,A
Man United,West Brom,0,1,A
Newcastle,Arsenal,2,1,H
West Ham,Stoke,1,1,D
Brighton,Tottenham,1,1,D
Bournemouth,Man United,0,2,A
Burnley,Chelsea,1,2,A
Leicester,Southampton,0,0,D
Watford,Crystal Palace,0,0,D
West Brom,Liverpool,2,2,D
Arsenal,West Ham,4,1,H
Man City,Swansea,5,0,H
Stoke,Burnley,1,1,D
Everton,Newcastle,1,0,H
Burnley,Brighton,0,0,D
Crystal Palace,Leicester,5,0,H
Huddersfield,Everton,0,2,A
Liverpool,Stoke,0,0,D
Newcastle,West Brom,0,1,A
Southampton,Bournemouth,2,1,H
Swansea,Chelsea,0,1,A
Man United,Arsenal,2,1,H
West Ham,Man City,1,4,A
Tottenham,Watford,2,0,H
Brighton,Man United,1,0,H
Bournemouth,Swansea,1,0,H
Everton,Southampton,1,1,D
Leicester,West Ham,0,2,A
Stoke,Crystal Palace,1,2,A
Watford,Newcastle,2,1,H
West Brom,Tottenham,1,0,H
Arsenal,Burnley,5,0,H
Chelsea,Liverpool,1,0,H
Man City,Huddersfield,0,0,D
Swansea,Southampton,0,1,A
Chelsea,Huddersfield,1,1,D
Leicester,Arsenal,3,1,H
Man City,Brighton,3,1,H
Tottenham,Newcastle,1,0,H
West Ham,Man United,0,0,D
Burnley,Bournemouth,1,2,A
Crystal Palace,West Brom,2,0,H
Huddersfield,Arsenal,0,1,A
Liverpool,Brighton,4,0,H
Man United,Watford,1,0,H
Newcastle,Chelsea,3,0,H
Southampton,Man City,0,1,A
Swansea,Stoke,1,2,A
Tottenham,Leicester,5,4,H
West Ham,Everton,3,1,H
