HomeTeam,AwayTeam,FTHG,FTAG,FTR
Arsenal,Aston Villa,1,3,A
Liverpool,Stoke,1,0,H
Norwich,Everton,2,2,D
Sunderland,Fulham,0,1,A
Swansea,Man United,1,4,A
West Brom,Southampton,0,1,A
West Ham,Cardiff,2,0,H
Chelsea,Hull,2,0,H
Crystal Palace,Tottenham,0,1,A
Man City,Newcastle,4,0,H
Chelsea,Aston Villa,2,1,H
Aston Villa,Liverpool,0,1,A
Everton,West Brom,0,0,D
Fulham,Arsenal,1,3,A
Hull,Norwich,1,0,H
Newcastle,West Ham,0,0,D
Southampton,Sunderland,1,1,D
Stoke,Crystal Palace,2,1,H
Cardiff,Man City,3,2,H
Tottenham,Swansea,1,0,H
Man United,Chelsea,0,0,D
Cardiff,Everton,0,0,D
Crystal Palace,Sunderland,3,1,H
Man City,Hull,2,0,H
Newcastle,Fulham,1,0,H
Norwich,Southampton,1,0,H
West Ham,Stoke,0,1,A
Arsenal,Tottenham,1,0,H
Liverpool,Man United,1,0,H
West Brom,Swansea,0,2,A
Aston Villa,Newcastle,1,2,A
Everton,Chelsea,1,0,H
Fulham,West Brom,1,1,D
Hull,Cardiff,1,1,D
Man United,Crystal Palace,2,0,H
Stoke,Man City,0,0,D
Sunderland,Arsenal,1,3,A
Tottenham,Norwich,2,0,H
Southampton,West Ham,0,0,D
Swansea,Liverpool,2,2,D
Chelsea,Fulham,2,0,H
Liverpool,Southampton,0,1,A
Newcastle,Hull,2,3,A
Norwich,Aston Villa,0,1,A
West Brom,Sunderland,3,0,H
West Ham,Everton,2,3,A
Arsenal,Stoke,3,1,H
Cardiff,Tottenham,0,1,A
Crystal Palace,Swansea,0,2,A
Man City,Man United,4,1,H
Aston Villa,Man City,3,2,H
Fulham,Cardiff,1,2,A
Hull,West Ham,1,0,H
Man United,West Brom,1,2,A
Southampton,Crystal Palace,2,0,H
Swansea,Arsenal,1,2,A
Tottenham,Chelsea,1,1,D
Stoke,Norwich,0,1,A
Sunderland,Liverpool,1,3,A
Everton,Newcastle,3,2,H
