HomeTeam,AwayTeam,FTHG,FTAG,FTR
Arsenal,Man City,3,0,H
Chelsea,Norwich,2,0,H
Coventry,Wimbledon,1,1,D
Crystal Palace,Liverpool,1,6,A
Everton,Aston Villa,2,2,D
Ipswich,Nott'm Forest,0,1,A
Man United,QPR,2,0,H
Sheffield Weds,Tottenham,3,4,A
Southampton,Blackburn,1,1,D
West Ham,Leeds,0,0,D
Leicester,Newcastle,1,3,A
Nott'm Forest,Man United,1,1,D
Blackburn,Leicester,3,0,H
Leeds,Arsenal,1,0,H
Wimbledon,Ipswich,1,1,D
Aston Villa,Southampton,1,1,D
Man City,West Ham,3,0,H
Newcastle,Coventry,4,0,H
Norwich,Crystal Palace,0,0,D
QPR,Sheffield Weds,3,2,H
Tottenham,Everton,2,1,H
Aston Villa,Crystal Palace,1,1,D
Blackburn,Coventry,4,0,H
Leeds,Chelsea,2,3,A
Man City,Everton,4,0,H
Newcastle,Southampton,5,1,H
Norwich,West Ham,1,0,H
Nott'm Forest,Leicester,1,0,H
QPR,Ipswich,1,2,A
Tottenham,Man United,0,1,A
Wimbledon,Sheffield Weds,0,1,A
Liverpool,Arsenal,3,0,H
Coventry,Aston Villa,0,1,A
Crystal Palace,Leeds,1,2,A
Everton,Nott'm Forest,1,2,A
Ipswich,Tottenham,1,3,A
Arsenal,Blackburn,0,0,D
Chelsea,Man City,3,0,H
Leicester,QPR,1,1,D
Man United,Wimbledon,3,0,H
Sheffield Weds,Norwich,0,0,D
Southampton,Liverpool,0,2,A
West Ham,Newcastle,1,3,A
Aston Villa,Ipswich,2,0,H
Blackburn,Everton,3,0,H
Liverpool,West Ham,0,0,D
Man City,Crystal Palace,1,1,D
Newcastle,Chelsea,4,2,H
Norwich,Arsenal,0,0,D
Nott'm Forest,Sheffield Weds,4,1,H
QPR,Coventry,2,2,D
Wimbledon,Leicester,2,1,H
Leeds,Man United,2,1,H
Tottenham,Southampton,1,2,A
Coventry,Leeds,2,1,H
Crystal Palace,Wimbledon,0,0,D
Everton,QPR,2,2,D
Leicester,Tottenham,3,1,H
Man United,Liverpool,2,0,H
Sheffield Weds,Man City,1,1,D
Southampton,Nott'm Forest,1,1,D
West Ham,Aston Villa,1,0,H
Arsenal,Newcastle,2,3,A
Chelsea,Blackburn,1,2,A
Ipswich,Norwich,1,2,A
Blackburn,Aston Villa,3,1,H
Coventry,Southampton,1,3,A
Crystal Palace,Chelsea,0,1,A
Everton,Leicester,1,1,D
Ipswich,Man United,3,2,H
Man City,Norwich,2,0,H
Newcastle,Liverpool,1,1,D
QPR,Wimbledon,0,1,A
Tottenham,Nott'm Forest,1,4,A
West Ham,Arsenal,0,2,A
Sheffield Weds,Leeds,1,1,D
Arsenal,Crystal Palace,1,2,A
Aston Villa,Newcastle,0,2,A
Leeds,Man City,2,0,H
Liverpool,Sheffield Weds,4,1,H
Man United,Everton,2,0,H
Norwich,Blackburn,2,1,H
Southampton,Ipswich,3,1,H
Wimbledon,Tottenham,1,2,A
Chelsea,West Ham,1,2,A
Nott'm Forest,QPR,3,2,H
Leicester,Coventry,2,2,D
Chelsea,Leicester,4,0,H
Liverpool,Aston Villa,3,2,H
Man City,Nott'm Forest,3,3,D
Norwich,Leeds,2,1,H
Sheffield Weds,Man United,1,0,H
Southampton,Everton,2,0,H
Tottenham,QPR,1,1,D
West Ham,Crystal Palace,1,0,H
Wimbledon,Arsenal,1,3,A
Newcastle,Blackburn,1,1,D
Coventry,Ipswich,2,0,H
Arsenal,Chelsea,3,1,H
Aston Villa,Norwich,1,1,D
Blackburn,Liverpool,3,2,H
Crystal Palace,Newcastle,0,1,A
Everton,Coventry,0,2,A
Leeds,Tottenham,1,1,D
Leicester,Southampton,4,3,H
Man United,West Ham,1,0,H
QPR,Man City,1,2,A
Ipswich,Sheffield Weds,1,2,A
Nott'm Forest,Wimbledon,3,1,H
Aston Villa,Nott'm Forest,0,2,A
Crystal Palace,Everton,1,0,H
Liverpool,Wimbledon,3,0,H
Man City,Tottenham,5,2,H
Newcastle,Sheffield Weds,2,1,H
Norwich,QPR,4,2,H
West Ham,Southampton,2,0,H
Arsenal,Coventry,2,1,H
Blackburn,Man United,2,4,A
Chelsea,Ipswich,2,0,H
Leeds,Leicester,2,1,H
Coventry,Man City,1,0,H
Everton,Arsenal,1,1,D
Ipswich,Liverpool,1,3,A
Leicester,Crystal Palace,0,1,A
Man United,Newcastle,2,0,H
Nott'm Forest,Blackburn,0,2,A
QPR,Aston Villa,2,0,H
Sheffield Weds,Chelsea,1,1,D
Southampton,Leeds,1,3,A
Tottenham,West Ham,3,1,H
Wimbledon,Norwich,1,0,H
QPR,Liverpool,2,1,H
Everton,West Ham,1,0,H
Ipswich,Leeds,2,0,H
Coventry,Crystal Palace,1,4,A
Sheffield Weds,Blackburn,0,1,A
Southampton,Norwich,1,1,D
Blackburn,Tottenham,2,0,H
Crystal Palace,Ipswich,3,0,H
Leeds,Wimbledon,3,1,H
Liverpool,Nott'm Forest,1,0,H
Man City,Southampton,3,3,D
Newcastle,QPR,2,1,H
Norwich,Everton,0,0,D
West Ham,Leicester,1,0,H
Arsenal,Sheffield Weds,0,0,D
Aston Villa,Man United,1,2,A
Chelsea,Coventry,2,2,D
Nott'm Forest,Newcastle,0,0,D
Liverpool,Chelsea,3,1,H
Wimbledon,Aston Villa,4,3,H
Man United,Man City,5,0,H
Coventry,Norwich,1,0,H
Ipswich,Blackburn,1,3,A
Man United,Crystal Palace,3,0,H
Nott'm Forest,Chelsea,0,1,A
