HomeTeam,AwayTeam,FTHG,FTAG,FTR
Brentford,Arsenal,2,0,H
Man United,Leeds,5,1,H
Burnley,Brighton,1,2,A
Chelsea,Crystal Palace,3,0,H
Everton,Southampton,3,1,H
Leicester,Wolves,1,0,H
Watford,Aston Villa,3,2,H
Norwich,Liverpool,0,3,A
Newcastle,West Ham,2,4,A
Tottenham,Man City,1,0,H
Liverpool,Burnley,2,0,H
Aston Villa,Newcastle,2,0,H
Crystal Palace,Brentford,0,0,D
Leeds,Everton,2,2,D
Man City,Norwich,5,0,H
Brighton,Watford,2,0,H
Southampton,Man United,1,1,D
Wolves,Tottenham,0,1,A
Arsenal,Chelsea,0,2,A
West Ham,Leicester,4,1,H
Man City,Arsenal,5,0,H
Aston Villa,Brentford,1,1,D
Brighton,Everton,0,2,A
Newcastle,Southampton,2,2,D
Norwich,Leicester,1,2,A
West Ham,Crystal Palace,2,2,D
Liverpool,Chelsea,1,1,D
Burnley,Leeds,1,1,D
Tottenham,Watford,1,0,H
Wolves,Man United,0,1,A
Crystal Palace,Tottenham,3,0,H
Arsenal,Norwich,1,0,H
Brentford,Brighton,0,1,A
Leicester,Man City,0,1,A
Man United,Newcastle,4,1,H
Southampton,West Ham,0,0,D
Watford,Wolves,0,2,A
Chelsea,Aston Villa,3,0,H
Leeds,Liverpool,0,3,A
Everton,Burnley,3,1,H
Newcastle,Leeds,1,1,D
Wolves,Brentford,0,2,A
Burnley,Arsenal,0,1,A
Liverpool,Crystal Palace,3,0,H
Man City,Southampton,0,0,D
Norwich,Watford,1,3,A
Aston Villa,Everton,3,0,H
Brighton,Leicester,2,1,H
West Ham,Man United,1,2,A
Tottenham,Chelsea,0,3,A
Chelsea,Man City,0,1,A
Man United,Aston Villa,0,1,A
Everton,Norwich,2,0,H
Leeds,West Ham,1,2,A
Leicester,Burnley,2,2,D
Watford,Newcastle,1,1,D
Brentford,Liverpool,3,3,D
Southampton,Wolves,0,1,A
Arsenal,Tottenham,3,1,H
Crystal Palace,Brighton,1,1,D
Man United,Everton,1,1,D
Burnley,Norwich,0,0,D
Chelsea,Southampton,3,1,H
Leeds,Watford,1,0,H
Wolves,Newcastle,2,1,H
Brighton,Arsenal,0,0,D
Crystal Palace,Leicester,2,2,D
Tottenham,Aston Villa,2,1,H
West Ham,Brentford,1,2,A
Liverpool,Man City,2,2,D
Watford,Liverpool,0,5,A
Aston Villa,Wolves,2,3,A
Leicester,Man United,4,2,H
Man City,Burnley,2,0,H
Norwich,Brighton,0,0,D
Southampton,Leeds,1,0,H
Brentford,Chelsea,0,1,A
Everton,West Ham,0,1,A
Newcastle,Tottenham,2,3,A
Arsenal,Crystal Palace,2,2,D
Arsenal,Aston Villa,3,1,H
Chelsea,Norwich,7,0,H
Crystal Palace,Newcastle,1,1,D
Everton,Watford,2,5,A
Leeds,Wolves,1,1,D
Southampton,Burnley,2,2,D
Brighton,Man City,1,4,A
Brentford,Leicester,1,2,A
West Ham,Tottenham,1,0,H
Man United,Liverpool,0,5,A
Leicester,Arsenal,0,2,A
Burnley,Brentford,3,1,H
Liverpool,Brighton,2,2,D
Man City,Crystal Palace,0,2,A
Newcastle,Chelsea,0,3,A
Watford,Southampton,0,1,A
Tottenham,Man United,0,3,A
Norwich,Leeds,1,2,A
Aston Villa,West Ham,1,4,A
Wolves,Everton,2,1,H
Southampton,Aston Villa,1,0,H
Man United,Man City,0,2,A
Brentford,Norwich,1,2,A
Chelsea,Burnley,1,1,D
Crystal Palace,Wolves,2,0,H
Brighton,Newcastle,1,1,D
Arsenal,Watford,1,0,H
Everton,Tottenham,0,0,D
Leeds,Leicester,1,1,D
West Ham,Liverpool,3,2,H
Leicester,Chelsea,0,3,A
Aston Villa,Brighton,2,0,H
Burnley,Crystal Palace,3,3,D
Newcastle,Brentford,3,3,D
Norwich,Southampton,2,1,H
Watford,Man United,4,1,H
Wolves,West Ham,1,0,H
Liverpool,Arsenal,4,0,H
Man City,Everton,3,0,H
Tottenham,Leeds,2,1,H
Arsenal,Newcastle,2,0,H
Crystal Palace,Aston Villa,1,2,A
Liverpool,Southampton,4,0,H
Norwich,Wolves,0,0,D
Brighton,Leeds,0,0,D
Brentford,Everton,1,0,H
Leicester,Watford,4,2,H
Man City,West Ham,2,1,H
Chelsea,Man United,1,1,D
Newcastle,Norwich,1,1,D
Leeds,Crystal Palace,1,0,H
Southampton,Leicester,2,2,D
Watford,Chelsea,1,2,A
West Ham,Brighton,1,1,D
Wolves,Burnley,0,0,D
Aston Villa,Man City,1,2,A
Everton,Liverpool,1,4,A
Tottenham,Brentford,2,0,H
Man United,Arsenal,3,2,H
West Ham,Chelsea,3,2,H
Newcastle,Burnley,1,0,H
Southampton,Brighton,1,1,D
Wolves,Liverpool,0,1,A
Watford,Man City,1,3,A
Leeds,Brentford,2,2,D
Man United,Crystal Palace,1,0,H
Tottenham,Norwich,3,0,H
Aston Villa,Leicester,2,1,H
