HomeTeam,AwayTeam,FTHG,FTAG,FTR
Charlton,Liverpool,1,0,H
West Ham,Nott'm Forest,2,1,H
Aston Villa,Leeds,1,2,A
Chelsea,Blackburn,1,1,D
Everton,Middlesbrough,5,0,H
Man United,Arsenal,1,1,D
Newcastle,Coventry,4,1,H
Arsenal,Leicester,5,0,H
Blackburn,Sheffield Weds,1,4,A
Coventry,Man United,0,1,A
Derby,Charlton,0,2,A
Leeds,Everton,1,0,H
Liverpool,West Ham,2,2,D
Middlesbrough,Tottenham,0,0,D
Nott'm Forest,Chelsea,1,3,A
Southampton,Newcastle,2,1,H
Wimbledon,Aston Villa,0,0,D
Aston Villa,Coventry,1,4,A
Charlton,Nott'm Forest,0,0,D
Chelsea,Liverpool,2,1,H
Everton,Wimbledon,1,1,D
Man United,Southampton,2,1,H
Sheffield Weds,Middlesbrough,3,1,H
Tottenham,Derby,1,1,D
West Ham,Blackburn,2,0,H
Newcastle,Arsenal,1,1,D
Leicester,Leeds,1,2,A
Tottenham,Southampton,3,0,H
Sheffield Weds,Wimbledon,1,2,A
Coventry,Charlton,2,1,H
Southampton,West Ham,1,0,H
Wimbledon,Leicester,0,1,A
Arsenal,Sheffield Weds,3,0,H
Blackburn,Everton,1,2,A
Derby,Aston Villa,2,1,H
Leeds,Tottenham,2,0,H
Nott'm Forest,Newcastle,1,2,A
Chelsea,West Ham,0,1,A
Coventry,Blackburn,1,1,D
Derby,Liverpool,3,2,H
Everton,Arsenal,0,2,A
Leicester,Charlton,1,1,D
Newcastle,Man United,1,2,A
Sheffield Weds,Leeds,0,2,A
Tottenham,Aston Villa,1,0,H
Wimbledon,Nott'm Forest,1,3,A
Middlesbrough,Southampton,3,0,H
Arsenal,Coventry,2,0,H
Blackburn,Wimbledon,3,1,H
Leeds,Derby,4,1,H
Nott'm Forest,Middlesbrough,1,2,A
Southampton,Sheffield Weds,1,0,H
West Ham,Newcastle,2,0,H
Aston Villa,Chelsea,0,3,A
Man United,Everton,3,1,H
Aston Villa,West Ham,0,0,D
Blackburn,Middlesbrough,0,0,D
Charlton,Chelsea,0,1,A
Derby,Newcastle,3,4,A
Leeds,Nott'm Forest,3,1,H
Liverpool,Everton,3,2,H
Sheffield Weds,Coventry,1,2,A
Southampton,Arsenal,0,0,D
Tottenham,Leicester,0,2,A
Wimbledon,Man United,1,1,D
Coventry,Southampton,1,0,H
Everton,Sheffield Weds,1,2,A
Middlesbrough,Wimbledon,3,1,H
Newcastle,Tottenham,1,1,D
Nott'm Forest,Liverpool,2,2,D
West Ham,Charlton,0,1,A
Arsenal,Blackburn,1,0,H
Leicester,Aston Villa,2,2,D
Aston Villa,Southampton,3,0,H
Derby,Nott'm Forest,1,0,H
Leicester,West Ham,0,0,D
Middlesbrough,Charlton,2,0,H
Everton,Coventry,2,0,H
Wimbledon,Chelsea,1,2,A
Leeds,Liverpool,0,0,D
Middlesbrough,Chelsea,0,0,D
Charlton,Leeds,1,1,D
Coventry,Middlesbrough,1,2,A
Liverpool,Aston Villa,0,1,A
Man United,Sheffield Weds,3,0,H
Newcastle,Everton,1,3,A
Nott'm Forest,Tottenham,0,1,A
Southampton,Blackburn,3,3,D
West Ham,Derby,5,1,H
Chelsea,Leicester,2,2,D
Arsenal,Wimbledon,5,1,H
Charlton,Tottenham,1,4,A
Liverpool,Leicester,0,1,A
Sheffield Weds,Newcastle,1,1,D
Aston Villa,Nott'm Forest,2,0,H
Blackburn,Liverpool,1,3,A
Derby,Southampton,0,0,D
Everton,Charlton,4,1,H
Leicester,Coventry,1,0,H
Middlesbrough,Arsenal,1,6,A
Tottenham,West Ham,1,2,A
Wimbledon,Newcastle,1,1,D
Leeds,Man United,1,1,D
Sheffield Weds,Chelsea,0,0,D
Charlton,Blackburn,0,0,D
Chelsea,Everton,3,1,H
Coventry,Wimbledon,2,1,H
Liverpool,Tottenham,3,2,H
Man United,Aston Villa,2,1,H
Newcastle,Middlesbrough,1,1,D
Nott'm Forest,Sheffield Weds,2,0,H
Southampton,Leicester,2,1,H
West Ham,Leeds,1,5,A
Arsenal,Derby,1,0,H
Chelsea,Leeds,1,0,H
Leicester,Derby,1,2,A
Liverpool,Man United,2,2,D
Tottenham,Arsenal,1,3,A
Aston Villa,Charlton,3,4,A
Blackburn,Nott'm Forest,1,2,A
Derby,Coventry,0,0,D
Everton,West Ham,6,0,H
Leicester,Newcastle,2,0,H
Sheffield Weds,Liverpool,1,0,H
Wimbledon,Southampton,0,2,A
Middlesbrough,Man United,0,1,A
Tottenham,Chelsea,2,2,D
Leeds,Arsenal,1,0,H
Blackburn,Man United,0,0,D
Arsenal,Aston Villa,1,0,H
Charlton,Sheffield Weds,0,1,A
Chelsea,Derby,2,1,H
Coventry,Leeds,2,2,D
Liverpool,Wimbledon,3,0,H
Man United,Tottenham,2,1,H
Newcastle,Blackburn,1,1,D
Nott'm Forest,Leicester,1,0,H
Southampton,Everton,2,0,H
West Ham,Middlesbrough,4,0,H
