HomeTeam,AwayTeam,FTHG,FTAG,FTR,TotalHomeMatches,TotalAwayMatches,TotalHomeGoals,TotalAwayGoals,TotalHomeConceded,TotalAwayConceded,TotalHomePoints,TotalAwayPoints,AverageHomeGoalsScored,AverageAwayGoalsScored,AverageHomeGoalsConceded,AverageAwayGoalsConceded,AverageHomePoints,AverageAwayPoints,AverageHomeGoalsScoredLast6,AverageAwayGoalsScoredLast6,AverageHomeGoalsConcededLast6,AverageAwayGoalsConcededLast6,AverageHomePointsLast6,AverageAwayPointsLast6,HistoricalAvgHomePoints,HistoricalAvgAwayPoints,IsItEliteHome,IsItEliteAway
Sunderland,Leicester,0,2,A,31,32,36,55,55,31,27,69,1.1612903225806452,1.71875,1.7741935483870968,0.96875,0.8709677419354839,2.15625,1.0,1.1666666666666667,1.0,0.3333333333333333,1.1666666666666667,2.6666666666666665,39.642857142857146,42.55555555555556,0,0
Tottenham,Man United,3,0,H,32,31,57,39,25,27,62,53,1.78125,1.2580645161290323,0.78125,0.8709677419354839,1.9375,1.7096774193548387,1.6666666666666667,1.1666666666666667,0.8333333333333334,0.8333333333333334,1.8333333333333333,2.0,56.523809523809526,81.42857142857143,1,1
Crystal Palace,Everton,0,0,D,32,31,35,52,42,43,37,39,1.09375,1.6774193548387097,1.3125,1.3870967741935485,1.15625,1.2580645161290323,1.3333333333333333,1.0,1.6666666666666667,1.5,0.8333333333333334,0.6666666666666666,40.8,53.285714285714285,0,0
Chelsea,Man City,0,3,A,32,32,49,58,42,33,44,57,1.53125,1.8125,1.3125,1.03125,1.375,1.78125,1.8333333333333333,1.6666666666666667,1.0,0.8333333333333334,1.8333333333333333,1.6666666666666667,73.28571428571429,57.8125,1,1
Everton,Southampton,1,1,D,32,33,52,44,43,34,40,50,1.625,1.3333333333333333,1.34375,1.0303030303030303,1.25,1.5151515151515151,1.0,1.5,1.3333333333333333,1.3333333333333333,0.8333333333333334,1.6666666666666667,53.285714285714285,46.5,0,0
Man United,Aston Villa,1,0,H,32,33,39,23,30,64,53,16,1.21875,0.696969696969697,0.9375,1.9393939393939394,1.65625,0.48484848484848486,1.0,0.3333333333333333,1.0,2.6666666666666665,2.0,0.0,81.42857142857143,51.19047619047619,1,0
Newcastle,Swansea,3,0,H,32,33,32,34,61,42,25,40,1.0,1.0303030303030303,1.90625,1.2727272727272727,0.78125,1.2121212121212122,0.8333333333333334,1.5,2.0,1.0,0.16666666666666666,2.1666666666666665,53.45,47.75,0,0
Norwich,Sunderland,0,3,A,33,32,35,36,57,57,31,27,1.0606060606060606,1.125,1.7272727272727273,1.78125,0.9393939393939394,0.84375,0.8333333333333334,0.6666666666666666,1.0,1.1666666666666667,1.1666666666666667,0.6666666666666666,40.0,39.642857142857146,0,0
West Brom,Watford,0,1,A,32,32,31,31,39,37,40,38,0.96875,0.96875,1.21875,1.15625,1.25,1.1875,1.1666666666666667,0.3333333333333333,1.1666666666666667,1.5,1.3333333333333333,0.3333333333333333,38.333333333333336,26.0,0,0
Arsenal,Crystal Palace,1,1,D,32,33,55,35,33,42,59,38,1.71875,1.0606060606060606,1.03125,1.2727272727272727,1.84375,1.1515151515151516,2.3333333333333335,1.0,1.6666666666666667,1.1666666666666667,1.3333333333333333,1.0,73.76190476190476,40.8,1,0
Bournemouth,Liverpool,1,2,A,33,31,40,50,55,42,41,48,1.2121212121212122,1.6129032258064515,1.6666666666666667,1.3548387096774193,1.2424242424242424,1.5483870967741935,1.6666666666666667,3.0,1.8333333333333333,1.0,2.0,2.1666666666666665,0.0,67.71428571428571,0,1
Leicester,West Ham,2,2,D,33,32,57,52,31,40,72,52,1.7272727272727273,1.625,0.9393939393939394,1.25,2.1818181818181817,1.625,1.3333333333333333,2.0,0.3333333333333333,1.5,2.6666666666666665,2.0,42.55555555555556,46.94444444444444,0,0
Stoke,Tottenham,0,4,A,33,33,37,60,43,25,47,65,1.121212121212121,1.8181818181818181,1.303030303030303,0.7575757575757576,1.4242424242424243,1.9696969696969697,1.3333333333333333,1.8333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.8333333333333333,47.0,56.523809523809526,0,1
Newcastle,Man City,1,1,D,33,33,35,61,61,33,28,60,1.0606060606060606,1.8484848484848484,1.8484848484848484,1.0,0.8484848484848485,1.8181818181818181,1.3333333333333333,2.1666666666666665,1.8333333333333333,0.3333333333333333,0.6666666666666666,2.1666666666666665,53.45,57.8125,0,1
Liverpool,Everton,4,0,H,32,33,52,53,43,44,51,41,1.625,1.606060606060606,1.34375,1.3333333333333333,1.59375,1.2424242424242424,2.3333333333333335,0.6666666666666666,1.1666666666666667,1.3333333333333333,2.1666666666666665,0.5,67.71428571428571,53.285714285714285,1,0
Man United,Crystal Palace,2,0,H,33,34,40,36,30,43,56,39,1.2121212121212122,1.0588235294117647,0.9090909090909091,1.2647058823529411,1.696969696969697,1.1470588235294117,0.6666666666666666,0.8333333333333334,0.6666666666666666,1.0,2.0,1.0,81.42857142857143,40.8,1,0
West Ham,Watford,3,1,H,33,33,54,32,42,37,53,41,1.6363636363636365,0.9696969696969697,1.2727272727272727,1.121212121212121,1.606060606060606,1.2424242424242424,2.1666666666666665,0.5,1.8333333333333333,1.5,1.6666666666666667,0.6666666666666666,46.94444444444444,26.0,0,0
Arsenal,West Brom,2,0,H,33,33,56,31,34,40,60,40,1.696969696969697,0.9393939393939394,1.0303030303030303,1.2121212121212122,1.8181818181818181,1.2121212121212122,2.1666666666666665,0.6666666666666666,1.3333333333333333,1.0,1.5,0.8333333333333334,73.76190476190476,38.333333333333336,1,0
Aston Villa,Southampton,2,4,A,34,34,23,45,65,35,16,51,0.6764705882352942,1.3235294117647058,1.911764705882353,1.0294117647058822,0.47058823529411764,1.5,0.16666666666666666,1.6666666666666667,2.3333333333333335,1.1666666666666667,0.0,1.8333333333333333,51.19047619047619,46.5,0,0
Bournemouth,Chelsea,1,4,A,34,33,41,49,57,45,41,44,1.2058823529411764,1.4848484848484849,1.6764705882352942,1.3636363636363635,1.2058823529411764,1.3333333333333333,1.5,1.5,2.1666666666666665,1.3333333333333333,1.5,1.3333333333333333,0.0,73.28571428571429,0,1
Liverpool,Newcastle,2,2,D,33,34,56,36,43,62,54,29,1.696969696969697,1.0588235294117647,1.303030303030303,1.8235294117647058,1.6363636363636365,0.8529411764705882,2.5,1.3333333333333333,1.1666666666666667,1.5,2.1666666666666665,0.8333333333333334,67.71428571428571,53.45,1,0
Man City,Stoke,4,0,H,34,34,62,37,34,47,61,47,1.8235294117647058,1.088235294117647,1.0,1.3823529411764706,1.7941176470588236,1.3823529411764706,1.6666666666666667,1.1666666666666667,0.5,2.3333333333333335,1.8333333333333333,0.8333333333333334,57.8125,47.0,1,0
Leicester,Swansea,4,0,H,34,34,59,34,33,45,73,40,1.7352941176470589,1.0,0.9705882352941176,1.3235294117647058,2.1470588235294117,1.1764705882352942,1.3333333333333333,1.1666666666666667,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,42.55555555555556,47.75,0,0
Sunderland,Arsenal,0,0,D,33,34,39,58,57,34,30,63,1.1818181818181819,1.7058823529411764,1.7272727272727273,1.0,0.9090909090909091,1.8529411764705883,1.1666666666666667,2.3333333333333335,1.0,1.0,1.1666666666666667,2.0,39.642857142857146,73.76190476190476,0,1
Tottenham,West Brom,1,1,D,34,34,64,31,25,42,68,40,1.8823529411764706,0.9117647058823529,0.7352941176470589,1.2352941176470589,2.0,1.1764705882352942,2.5,0.3333333333333333,0.5,1.0,2.3333333333333335,0.6666666666666666,56.523809523809526,38.333333333333336,1,0
Arsenal,Norwich,1,0,H,35,34,58,35,34,60,64,31,1.6571428571428573,1.0294117647058822,0.9714285714285714,1.7647058823529411,1.8285714285714285,0.9117647058823529,2.0,0.6666666666666666,0.6666666666666666,1.1666666666666667,2.0,1.1666666666666667,73.76190476190476,40.0,1,0
Everton,Bournemouth,2,1,H,34,35,53,42,48,61,41,41,1.5588235294117647,1.2,1.411764705882353,1.7428571428571429,1.2058823529411764,1.1714285714285715,0.3333333333333333,1.1666666666666667,1.5,2.6666666666666665,0.5,1.0,53.285714285714285,0.0,0,0
Newcastle,Crystal Palace,1,0,H,35,35,38,36,64,45,30,39,1.0857142857142856,1.0285714285714285,1.8285714285714285,1.2857142857142858,0.8571428571428571,1.1142857142857143,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.0,1.0,53.45,40.8,0,0
Stoke,Sunderland,1,1,D,35,34,37,39,51,57,47,31,1.0571428571428572,1.1470588235294117,1.457142857142857,1.6764705882352942,1.3428571428571427,0.9117647058823529,1.0,0.8333333333333334,2.8333333333333335,0.6666666666666666,0.6666666666666666,1.1666666666666667,47.0,39.642857142857146,0,0
Watford,Aston Villa,3,2,H,34,35,33,25,40,69,41,16,0.9705882352941176,0.7142857142857143,1.1764705882352942,1.9714285714285715,1.2058823529411764,0.45714285714285713,0.6666666666666666,0.5,1.8333333333333333,2.3333333333333335,0.6666666666666666,0.0,26.0,51.19047619047619,0,0
West Brom,West Ham,0,3,A,35,34,32,57,43,43,41,56,0.9142857142857143,1.6764705882352942,1.2285714285714286,1.2647058823529411,1.1714285714285715,1.6470588235294117,0.3333333333333333,2.5,1.1666666666666667,2.0,0.3333333333333333,1.6666666666666667,38.333333333333336,46.94444444444444,0,0
Man United,Leicester,1,1,D,34,35,42,63,30,33,59,76,1.2352941176470589,1.8,0.8823529411764706,0.9428571428571428,1.7352941176470589,2.1714285714285713,0.8333333333333334,1.8333333333333333,0.6666666666666666,0.3333333333333333,2.0,2.6666666666666665,81.42857142857143,42.55555555555556,1,0
Southampton,Man City,4,2,H,35,35,49,66,37,34,54,64,1.4,1.8857142857142857,1.0571428571428572,0.9714285714285714,1.542857142857143,1.8285714285714285,2.1666666666666665,2.3333333333333335,1.3333333333333333,0.5,2.1666666666666665,2.1666666666666665,46.5,57.8125,0,1
Swansea,Liverpool,3,1,H,35,34,34,58,49,45,40,55,0.9714285714285714,1.7058823529411764,1.4,1.3235294117647058,1.1428571428571428,1.6176470588235294,1.0,2.5,2.0,1.3333333333333333,1.1666666666666667,1.8333333333333333,47.75,67.71428571428571,0,1
Chelsea,Tottenham,2,2,D,34,35,53,65,46,26,47,69,1.5588235294117647,1.8571428571428572,1.3529411764705883,0.7428571428571429,1.3823529411764706,1.9714285714285715,1.8333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,73.28571428571429,56.523809523809526,1,1
Aston Villa,Newcastle,0,0,D,36,36,27,39,72,64,16,33,0.75,1.0833333333333333,2.0,1.7777777777777777,0.4444444444444444,0.9166666666666666,0.8333333333333334,1.6666666666666667,2.5,1.5,0.0,1.3333333333333333,51.19047619047619,53.45,0,0
Bournemouth,West Brom,1,1,D,36,36,43,32,63,46,41,41,1.1944444444444444,0.8888888888888888,1.75,1.2777777777777777,1.1388888888888888,1.1388888888888888,0.8333333333333334,0.3333333333333333,2.6666666666666665,1.5,0.5,0.3333333333333333,0.0,38.333333333333336,0,0
Crystal Palace,Stoke,2,1,H,36,36,36,38,46,52,39,48,1.0,1.0555555555555556,1.2777777777777777,1.4444444444444444,1.0833333333333333,1.3333333333333333,0.6666666666666666,1.0,1.0,2.6666666666666665,1.0,0.8333333333333334,40.8,47.0,0,0
Leicester,Everton,3,1,H,36,35,64,55,34,49,77,44,1.7777777777777777,1.5714285714285714,0.9444444444444444,1.4,2.138888888888889,1.2571428571428571,1.8333333333333333,0.6666666666666666,0.5,1.3333333333333333,2.3333333333333335,1.0,42.55555555555556,53.285714285714285,0,0
Norwich,Man United,0,1,A,35,35,35,43,61,31,31,60,1.0,1.2285714285714286,1.7428571428571429,0.8857142857142857,0.8857142857142857,1.7142857142857142,0.6666666666666666,1.0,1.1666666666666667,0.6666666666666666,1.1666666666666667,2.1666666666666665,40.0,81.42857142857143,0,1
Sunderland,Chelsea,3,2,H,35,35,40,55,58,48,32,48,1.1428571428571428,1.5714285714285714,1.6571428571428573,1.3714285714285714,0.9142857142857143,1.3714285714285714,0.8333333333333334,2.0,0.6666666666666666,1.5,1.1666666666666667,1.3333333333333333,39.642857142857146,73.28571428571429,0,1
West Ham,Swansea,1,4,A,35,36,60,37,43,50,59,43,1.7142857142857142,1.0277777777777777,1.2285714285714286,1.3888888888888888,1.6857142857142857,1.1944444444444444,2.5,1.1666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,46.94444444444444,47.75,0,0
Liverpool,Watford,2,0,H,35,35,59,36,48,42,55,44,1.6857142857142857,1.0285714285714285,1.3714285714285714,1.2,1.5714285714285714,1.2571428571428571,2.3333333333333335,1.1666666666666667,1.3333333333333333,2.0,1.8333333333333333,1.1666666666666667,67.71428571428571,26.0,1,0
Man City,Arsenal,2,2,D,36,36,68,59,38,34,64,67,1.8888888888888888,1.6388888888888888,1.0555555555555556,0.9444444444444444,1.7777777777777777,1.8611111111111112,2.6666666666666665,1.8333333333333333,1.0,0.6666666666666666,2.1666666666666665,2.0,57.8125,73.76190476190476,1,1
Tottenham,Southampton,1,2,A,36,36,67,53,28,39,70,57,1.8611111111111112,1.4722222222222223,0.7777777777777778,1.0833333333333333,1.9444444444444444,1.5833333333333333,2.3333333333333335,2.5,0.6666666666666666,1.5,2.0,2.1666666666666665,56.523809523809526,46.5,1,0
West Ham,Man United,3,2,H,36,36,61,44,47,31,59,63,1.6944444444444444,1.2222222222222223,1.3055555555555556,0.8611111111111112,1.6388888888888888,1.75,2.3333333333333335,1.0,2.0,0.6666666666666666,1.5,2.1666666666666665,46.94444444444444,81.42857142857143,0,1
Liverpool,Chelsea,1,1,D,36,36,61,57,48,51,58,48,1.6944444444444444,1.5833333333333333,1.3333333333333333,1.4166666666666667,1.6111111111111112,1.3333333333333333,2.5,2.0,1.1666666666666667,1.6666666666666667,2.1666666666666665,1.1666666666666667,67.71428571428571,73.28571428571429,1,1
Norwich,Watford,4,2,H,36,36,35,36,62,44,31,44,0.9722222222222222,1.0,1.7222222222222223,1.2222222222222223,0.8611111111111112,1.2222222222222223,0.6666666666666666,1.0,1.3333333333333333,2.0,1.0,1.1666666666666667,40.0,26.0,0,0
Sunderland,Everton,3,0,H,36,36,43,56,60,52,35,44,1.1944444444444444,1.5555555555555556,1.6666666666666667,1.4444444444444444,0.9722222222222222,1.2222222222222223,1.1666666666666667,0.8333333333333334,0.8333333333333334,1.6666666666666667,1.5,1.0,39.642857142857146,53.285714285714285,0,0
Arsenal,Aston Villa,4,0,H,37,37,61,27,36,72,68,17,1.6486486486486487,0.7297297297297297,0.972972972972973,1.945945945945946,1.837837837837838,0.4594594594594595,1.5,0.8333333333333334,1.0,2.3333333333333335,1.6666666666666667,0.16666666666666666,73.76190476190476,51.19047619047619,1,0
Chelsea,Leicester,1,1,D,37,37,58,67,52,35,49,80,1.5675675675675675,1.8108108108108107,1.4054054054054055,0.9459459459459459,1.3243243243243243,2.1621621621621623,1.5,2.1666666666666665,1.8333333333333333,0.6666666666666666,0.8333333333333334,2.3333333333333335,73.28571428571429,42.55555555555556,1,0
Everton,Norwich,3,0,H,37,37,56,39,55,64,44,34,1.5135135135135136,1.054054054054054,1.4864864864864864,1.7297297297297298,1.1891891891891893,0.918918918918919,0.6666666666666666,1.1666666666666667,2.0,1.6666666666666667,0.8333333333333334,1.0,53.285714285714285,40.0,0,0
Newcastle,Tottenham,5,1,H,37,37,39,68,64,30,34,70,1.054054054054054,1.837837837837838,1.7297297297297298,0.8108108108108109,0.918918918918919,1.8918918918918919,1.3333333333333333,2.0,1.0,1.0,1.5,1.5,53.45,56.523809523809526,0,1
Southampton,Crystal Palace,4,1,H,37,37,55,38,40,47,60,42,1.4864864864864864,1.027027027027027,1.0810810810810811,1.2702702702702702,1.6216216216216217,1.135135135135135,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.8333333333333334,2.1666666666666665,1.3333333333333333,46.5,40.8,0,0
Stoke,West Ham,2,1,H,37,37,39,64,54,49,48,62,1.054054054054054,1.7297297297297298,1.4594594594594594,1.3243243243243243,1.2972972972972974,1.6756756756756757,0.8333333333333334,2.5,2.8333333333333335,2.0,0.3333333333333333,1.8333333333333333,47.0,46.94444444444444,0,0
Swansea,Man City,1,1,D,37,37,41,70,51,40,46,65,1.1081081081081081,1.8918918918918919,1.3783783783783783,1.0810810810810811,1.2432432432432432,1.7567567567567568,1.6666666666666667,2.3333333333333335,1.8333333333333333,1.3333333333333333,1.6666666666666667,1.8333333333333333,47.75,57.8125,0,1
Watford,Sunderland,2,2,D,37,37,38,46,48,60,44,38,1.027027027027027,1.2432432432432432,1.2972972972972974,1.6216216216216217,1.1891891891891893,1.027027027027027,1.3333333333333333,1.6666666666666667,2.0,0.8333333333333334,1.1666666666666667,1.8333333333333333,26.0,39.642857142857146,0,0
West Brom,Liverpool,1,1,D,37,37,33,62,47,49,42,59,0.8918918918918919,1.6756756756756757,1.2702702702702702,1.3243243243243243,1.135135135135135,1.5945945945945945,0.5,2.0,1.6666666666666667,1.1666666666666667,0.3333333333333333,1.8333333333333333,38.333333333333336,67.71428571428571,0,1
Man United,Bournemouth,3,1,H,37,37,46,44,34,64,63,42,1.2432432432432432,1.1891891891891893,0.918918918918919,1.7297297297297298,1.7027027027027026,1.135135135135135,1.1666666666666667,1.0,1.1666666666666667,2.3333333333333335,1.6666666666666667,0.6666666666666666,81.42857142857143,0.0,1,0
Burnley,Man City,1,2,A,12,12,11,27,19,11,14,27,0.9166666666666666,2.25,1.5833333333333333,0.9166666666666666,1.1666666666666667,2.25,1.0,1.5,1.8333333333333333,1.0,1.1666666666666667,1.5,31.5,58.294117647058826,0,1
Chelsea,Tottenham,2,1,H,12,12,27,18,9,8,28,24,2.25,1.5,0.75,0.6666666666666666,2.3333333333333335,2.0,2.8333333333333335,1.3333333333333333,0.0,0.8333333333333334,3.0,1.6666666666666667,72.22727272727273,57.13636363636363,1,1
Hull,West Brom,1,1,D,12,12,10,16,27,15,10,16,0.8333333333333334,1.3333333333333333,2.25,1.25,0.8333333333333334,1.3333333333333333,0.5,1.5,2.5,1.5,0.5,1.3333333333333333,34.25,38.8,0,0
Leicester,Middlesbrough,2,2,D,12,12,14,10,20,13,12,11,1.1666666666666667,0.8333333333333334,1.6666666666666667,1.0833333333333333,1.0,0.9166666666666666,1.0,0.6666666666666666,1.5,0.6666666666666666,0.8333333333333334,1.0,46.4,45.53846153846154,0,0
Liverpool,Sunderland,2,0,H,12,12,30,12,14,21,27,8,2.5,1.0,1.1666666666666667,1.75,2.25,0.6666666666666666,2.3333333333333335,1.1666666666666667,0.8333333333333334,1.5,2.3333333333333335,1.1666666666666667,67.36363636363636,39.6,1,0
Swansea,Crystal Palace,5,4,H,12,12,11,17,22,21,6,11,0.9166666666666666,1.4166666666666667,1.8333333333333333,1.75,0.5,0.9166666666666666,1.0,1.1666666666666667,2.0,2.3333333333333335,0.3333333333333333,0.16666666666666666,47.6,41.0,0,0
Arsenal,Bournemouth,3,1,H,12,12,25,14,12,16,25,15,2.0833333333333335,1.1666666666666667,1.0,1.3333333333333333,2.0833333333333335,1.25,1.6666666666666667,1.6666666666666667,0.8333333333333334,1.1666666666666667,2.0,1.3333333333333333,73.63636363636364,42.0,1,0
Man United,West Ham,1,1,D,12,12,17,13,14,23,19,11,1.4166666666666667,1.0833333333333333,1.1666666666666667,1.9166666666666667,1.5833333333333333,0.9166666666666666,0.8333333333333334,1.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.3333333333333333,80.72727272727273,47.73684210526316,1,0
Southampton,Everton,1,0,H,12,12,12,16,12,14,14,19,1.0,1.3333333333333333,1.0,1.1666666666666667,1.1666666666666667,1.5833333333333333,0.8333333333333334,1.0,1.0,1.6666666666666667,1.0,1.0,47.6,53.0,0,0
Watford,Stoke,0,1,A,12,12,17,13,20,19,18,13,1.4166666666666667,1.0833333333333333,1.6666666666666667,1.5833333333333333,1.5,1.0833333333333333,1.1666666666666667,1.5,1.5,0.6666666666666666,1.8333333333333333,1.8333333333333333,32.333333333333336,47.5,0,0
Crystal Palace,Southampton,3,0,H,13,13,21,13,26,12,11,17,1.6153846153846154,1.0,2.0,0.9230769230769231,0.8461538461538461,1.3076923076923077,1.6666666666666667,1.0,3.0,1.0,0.0,1.3333333333333333,41.0,47.6,0,0
Man City,Chelsea,1,3,A,13,13,29,29,12,10,30,31,2.230769230769231,2.230769230769231,0.9230769230769231,0.7692307692307693,2.3076923076923075,2.3846153846153846,1.8333333333333333,2.8333333333333335,0.8333333333333334,0.16666666666666666,2.0,3.0,58.294117647058826,72.22727272727273,1,1
Stoke,Burnley,2,0,H,13,13,14,12,19,21,16,14,1.0769230769230769,0.9230769230769231,1.4615384615384615,1.6153846153846154,1.2307692307692308,1.0769230769230769,1.5,1.1666666666666667,0.5,2.0,2.1666666666666665,1.1666666666666667,47.5,31.5,0,0
Sunderland,Leicester,2,1,H,13,13,12,16,23,22,8,13,0.9230769230769231,1.2307692307692308,1.7692307692307692,1.6923076923076923,0.6153846153846154,1.0,1.0,1.3333333333333333,1.6666666666666667,1.8333333333333333,1.0,0.8333333333333334,39.6,46.4,0,0
Tottenham,Swansea,5,0,H,13,13,19,16,10,26,24,9,1.4615384615384615,1.2307692307692308,0.7692307692307693,2.0,1.8461538461538463,0.6923076923076923,1.1666666666666667,1.6666666666666667,1.1666666666666667,2.3333333333333335,1.1666666666666667,0.8333333333333334,57.13636363636363,47.6,1,0
West Brom,Watford,3,1,H,13,13,17,17,16,21,17,18,1.3076923076923077,1.3076923076923077,1.2307692307692308,1.6153846153846154,1.3076923076923077,1.3846153846153846,1.5,0.8333333333333334,1.5,1.3333333333333333,1.3333333333333333,1.6666666666666667,38.8,32.333333333333336,0,0
West Ham,Arsenal,1,5,A,13,13,14,28,24,13,12,28,1.0769230769230769,2.1538461538461537,1.8461538461538463,1.0,0.9230769230769231,2.1538461538461537,1.0,2.0,1.1666666666666667,1.0,1.3333333333333333,2.0,47.73684210526316,73.63636363636364,0,1
Bournemouth,Liverpool,4,3,H,13,13,15,32,19,14,15,30,1.1538461538461537,2.4615384615384617,1.4615384615384615,1.0769230769230769,1.1538461538461537,2.3076923076923075,1.5,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.1666666666666667,2.3333333333333335,42.0,67.36363636363636,0,1
Everton,Man United,1,1,D,13,13,16,18,15,15,19,20,1.2307692307692308,1.3846153846153846,1.1538461538461537,1.1538461538461537,1.4615384615384615,1.5384615384615385,0.8333333333333334,0.8333333333333334,1.6666666666666667,1.1666666666666667,0.8333333333333334,1.1666666666666667,53.0,80.72727272727273,0,1
Middlesbrough,Hull,1,0,H,13,13,12,11,15,28,12,11,0.9230769230769231,0.8461538461538461,1.1538461538461537,2.1538461538461537,0.9230769230769231,0.8461538461538461,0.8333333333333334,0.6666666666666666,0.8333333333333334,2.3333333333333335,1.0,0.6666666666666666,45.53846153846154,34.25,0,0
Arsenal,Stoke,3,1,H,14,14,33,16,14,19,31,19,2.357142857142857,1.1428571428571428,1.0,1.3571428571428572,2.2142857142857144,1.3571428571428572,2.3333333333333335,1.5,0.8333333333333334,0.5,2.0,2.1666666666666665,73.63636363636364,47.5,1,0
Burnley,Bournemouth,3,2,H,14,14,12,19,23,22,14,18,0.8571428571428571,1.3571428571428572,1.6428571428571428,1.5714285714285714,1.0,1.2857142857142858,1.0,1.1666666666666667,1.8333333333333333,1.6666666666666667,1.1666666666666667,1.1666666666666667,31.5,42.0,0,0
Hull,Crystal Palace,3,3,D,14,14,11,24,29,26,11,14,0.7857142857142857,1.7142857142857142,2.0714285714285716,1.8571428571428572,0.7857142857142857,1.0,0.5,2.1666666666666665,1.5,2.8333333333333335,0.6666666666666666,0.5,34.25,41.0,0,0
Leicester,Man City,4,2,H,14,14,17,30,24,15,13,30,1.2142857142857142,2.142857142857143,1.7142857142857142,1.0714285714285714,0.9285714285714286,2.142857142857143,1.5,1.8333333333333333,1.6666666666666667,1.1666666666666667,0.8333333333333334,1.8333333333333333,46.4,58.294117647058826,0,1
Swansea,Sunderland,3,0,H,14,14,16,14,31,24,9,11,1.1428571428571428,1.0,2.2142857142857144,1.7142857142857142,0.6428571428571429,0.7857142857142857,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.5,0.8333333333333334,1.5,47.6,39.6,0,0
Watford,Everton,3,2,H,14,14,18,17,24,16,18,20,1.2857142857142858,1.2142857142857142,1.7142857142857142,1.1428571428571428,1.2857142857142858,1.4285714285714286,0.8333333333333334,0.8333333333333334,1.8333333333333333,1.6666666666666667,1.1666666666666667,0.8333333333333334,32.333333333333336,53.0,0,0
Chelsea,West Brom,1,0,H,14,14,32,20,11,17,34,20,2.2857142857142856,1.4285714285714286,0.7857142857142857,1.2142857142857142,2.4285714285714284,1.4285714285714286,2.8333333333333335,1.8333333333333333,0.3333333333333333,1.5,3.0,1.6666666666666667,72.22727272727273,38.8,1,0
Liverpool,West Ham,2,2,D,14,14,35,15,18,29,30,12,2.5,1.0714285714285714,1.2857142857142858,2.0714285714285716,2.142857142857143,0.8571428571428571,2.8333333333333335,1.0,1.3333333333333333,2.0,2.1666666666666665,0.8333333333333334,67.36363636363636,47.73684210526316,1,0
Man United,Tottenham,1,0,H,14,14,19,24,16,10,21,27,1.3571428571428572,1.7142857142857142,1.1428571428571428,0.7142857142857143,1.5,1.9285714285714286,1.0,1.8333333333333333,1.3333333333333333,1.0,1.1666666666666667,1.5,80.72727272727273,57.13636363636363,1,1
Southampton,Middlesbrough,1,0,H,14,14,13,13,15,15,17,15,0.9285714285714286,0.9285714285714286,1.0714285714285714,1.0714285714285714,1.2142857142857142,1.0714285714285714,0.5,1.0,1.3333333333333333,0.6666666666666666,0.8333333333333334,1.5,47.6,45.53846153846154,0,0
Bournemouth,Leicester,1,0,H,15,15,21,21,25,26,18,16,1.4,1.4,1.6666666666666667,1.7333333333333334,1.2,1.0666666666666667,1.5,1.6666666666666667,2.1666666666666665,1.8333333333333333,1.0,0.8333333333333334,42.0,46.4,0,0
Everton,Arsenal,2,1,H,15,15,19,36,19,15,20,34,1.2666666666666666,2.4,1.2666666666666666,1.0,1.3333333333333333,2.2666666666666666,1.0,2.8333333333333335,1.8333333333333333,1.0,0.8333333333333334,2.3333333333333335,53.0,73.63636363636364,0,1
Crystal Palace,Man United,1,2,A,15,15,27,20,29,16,15,24,1.8,1.3333333333333333,1.9333333333333333,1.0666666666666667,1.0,1.6,2.5,1.1666666666666667,2.8333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,41.0,80.72727272727273,0,1
Man City,Watford,2,0,H,15,15,32,21,19,26,30,21,2.1333333333333333,1.4,1.2666666666666666,1.7333333333333334,2.0,1.4,2.0,1.3333333333333333,1.6666666666666667,2.1666666666666665,1.6666666666666667,1.5,58.294117647058826,32.333333333333336,1,0
Middlesbrough,Liverpool,0,3,A,15,15,13,37,16,20,15,31,0.8666666666666667,2.466666666666667,1.0666666666666667,1.3333333333333333,1.0,2.066666666666667,1.0,2.8333333333333335,0.8333333333333334,1.5,1.3333333333333333,1.8333333333333333,45.53846153846154,67.36363636363636,0,1
Stoke,Southampton,0,0,D,15,15,17,14,22,15,19,20,1.1333333333333333,0.9333333333333333,1.4666666666666666,1.0,1.2666666666666666,1.3333333333333333,1.3333333333333333,0.5,1.0,1.1666666666666667,1.6666666666666667,1.1666666666666667,47.5,47.6,0,0
Sunderland,Chelsea,0,1,A,15,15,14,33,27,11,11,37,0.9333333333333333,2.2,1.8,0.7333333333333333,0.7333333333333333,2.466666666666667,1.3333333333333333,2.3333333333333335,1.8333333333333333,0.3333333333333333,1.5,3.0,39.6,72.22727272727273,0,1
